Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61
51,TERR #2,"Espiga 3/4x155x210 caps.1"" Poliamida",STOCK,TERRAJAR,0.507,990,200,200,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,T,110,,"Espiga 3/4x155x210 caps.1"" PoliamidaTERRAJAR",200,0,,,,,,,,,,,,,
52,TIJERA #2,"Espiga 3/4x155x295 caps.1.3/8"" Poliamida c/HOR",STOCK,CORTAR,0.741,4050,10000,10000,1000,0.0,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,2.2222222222222223,,0.0,,0.0,,0.0,,0.0,,0.0,,P,450,,"Espiga 3/4x155x295 caps.1.3/8"" Poliamida c/HORCORTAR",9000,0,,,,,,,,,,,,,
53,PF #6,"Espiga 3/4x155x295 caps.1.3/8"" Poliamida c/HOR",,ESTAMC,0.741,1017,10000,10000,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,RM,0.0,,0.0,,0.0,,0.0,,0.0,,P,113,,"Espiga 3/4x155x295 caps.1.3/8"" Poliamida c/HORESTAMC",10000,0,,,,,,,,,,,,,
54,EX #14,"Espiga 3/4x155x295 caps.1.3/8"" Poliamida c/HOR",,REBARES,0.741,2250,10000,10000,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,250,,"Espiga 3/4x155x295 caps.1.3/8"" Poliamida c/HORREBARES",10000,0,,,,,,,,,,,,,
55,PF #11,"Espiga 3/4x155x295 caps.1.3/8"" Poliamida c/HOR",,ESTRIA,0.741,2070,10000,10000,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,230,,"Espiga 3/4x155x295 caps.1.3/8"" Poliamida c/HORESTRIA",10000,0,,,,,,,,,,,,,
56,PUNT ARC,"Espiga 3/4x155x295 caps.1.3/8"" Poliamida c/HOR",,PUNTEAR,0.741,2250,10000,10000,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,250,,"Espiga 3/4x155x295 caps.1.3/8"" Poliamida c/HORPUNTEAR",10000,0,,,,,,,,,,,,,
57,TERR #2,"Espiga 3/4x155x295 caps.1.3/8"" Poliamida c/HOR",,TERRAJAR,0.741,855,10000,10000,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,T,95,,"Espiga 3/4x155x295 caps.1.3/8"" Poliamida c/HORTERRAJAR",10000,0,,,,,,,,,,,,,
58,MAQ LASER,ESPACIADOR DE LINEA B.T.  50 x 35 x 5 - 6 VI,,CORTAR,12,108,0,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,12,,ESPACIADOR DE LINEA B.T.  50 x 35 x 5 - 6 VICORTAR,0,0,,,,,,,,,,,,,
59,NARGESA,ESPACIADOR DE LINEA B.T.  50 x 35 x 5 - 6 VI,,DOBLAF,12,117,0,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,13,,ESPACIADOR DE LINEA B.T.  50 x 35 x 5 - 6 VIDOBLAF,0,0,,,,,,,,,,,,,
60,MIG #2,ESPACIADOR DE LINEA B.T.  50 x 35 x 5 - 6 VI,,SOLDAR,12,36,91,31,36,0.0,0,36,0.0,0,36,25.0,0.6944444444444444,36,0.0,0,32,35.0,1.09375,,0.0,,1,,,,9.0,,9.0,,9.0,,9.0,,8.0,,0.0,2978,T,4,,ESPACIADOR DE LINEA B.T.  50 x 35 x 5 - 6 VISOLDAR,-85,60,,,,,,,,,,,,,
61,TIJERA #2,Perno riel FFCC BCY 7/8x115,STOCK,CORTAR,0.445,4590,0,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,510,,Perno riel FFCC BCY 7/8x115CORTAR,0,0,,,,,,,,,,,,,
62,PF #6,Perno riel FFCC BCY 7/8x115,STOCK,ESTAMC,0.445,1215,615,0,615,100.0,0.16260162601626016,515,515.0,1,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,4.555555555555555,,3.814814814814815,,0.0,,0.0,,0.0,,0.0,,P,135,,Perno riel FFCC BCY 7/8x115ESTAMC,-515,615,,,,,,,,,,,,,
63,EX #14,Perno riel FFCC BCY 7/8x115,STOCK,REBARP,0.445,2547,615,-12,,0.0,,615,627.0,1.0195121951219512,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,2.1731448763250882,,0.0,,0.0,,0.0,,0.0,,P,283,,Perno riel FFCC BCY 7/8x115REBARP,0,627,,,,,,,,,,,,,
64,PUNT ARC,Perno riel FFCC BCY 7/8x115,STOCK,PUNTEAR,0.445,2520,0,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,280,,Perno riel FFCC BCY 7/8x115PUNTEAR,0,0,,,,,,,,,,,,,
65,TERR #4,Perno riel FFCC BCY 7/8x115,STOCK,TERRAJAR,0.445,873,615,-8,,0.0,,615,397.0,0.6455284552845528,218,226.0,1.036697247706422,,0.0,,,0.0,,,0.0,,1,,,,0.0,,6.34020618556701,,2.247422680412371,,0.0,,0.0,,0.0,3000,T,97,,Perno riel FFCC BCY 7/8x115TERRAJAR,-218,623,,,,,,,,,,,,,
66,TIJERA #2,Perno Talón Aguja DJKZ  1xM305   1045,,CORTAR,1.467,3150,150,150,150,0.0,0,,0.0,,150,0.0,0,150,0.0,0,150,0.0,0,,0.0,,1,,,,0.42857142857142855,,0.0,,0.42857142857142855,,0.42857142857142855,,0.42857142857142855,,0.0,,P,350,,Perno Talón Aguja DJKZ  1xM305   1045CORTAR,-450,0,,,,,,,,,,,,,
67,PF #3,Perno Talón Aguja DJKZ  1xM305   1045,,ESTAMC,1.467,1170,150,150,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,130,,Perno Talón Aguja DJKZ  1xM305   1045ESTAMC,150,0,,,,,,,,,,,,,
68,REBTOR,Perno Talón Aguja DJKZ  1xM305   1045,,REBARP,1.467,1350,150,150,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,150,,Perno Talón Aguja DJKZ  1xM305   1045REBARP,150,0,,,,,,,,,,,,,
69,PUNT ARC,Perno Talón Aguja DJKZ  1xM305   1045,,PUNTEAR,1.467,1800,150,150,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,200,,Perno Talón Aguja DJKZ  1xM305   1045PUNTEAR,150,0,,,,,,,,,,,,,
70,TERR #1,Perno Talón Aguja DJKZ  1xM305   1045,,TERRAJAR,1.467,540,150,150,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,T,60,,Perno Talón Aguja DJKZ  1xM305   1045TERRAJAR,150,0,,,,,,,,,,,,,
71,MAQ LASER,ESPACIADOR DE LINEA B.T.  50 x 35 x 5 - 6 VI,,CORTAR,12,108,350,350,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,12,,ESPACIADOR DE LINEA B.T.  50 x 35 x 5 - 6 VICORTAR,350,0,,,,,,,,,,,,,
72,NARGESA,ESPACIADOR DE LINEA B.T.  50 x 35 x 5 - 6 VI,,DOBLAF,12,117,350,350,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,13,,ESPACIADOR DE LINEA B.T.  50 x 35 x 5 - 6 VIDOBLAF,350,0,,,,,,,,,,,,,
73,MIG #1,ESPACIADOR DE LINEA B.T.  50 x 35 x 5 - 6 VI,,SOLDAR,12,36,350,350,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,T,4,,ESPACIADOR DE LINEA B.T.  50 x 35 x 5 - 6 VISOLDAR,350,0,,,,,,,,,,,,,
74,TIJERA #1,Perno Cab Cuad 5/8x2.1/2,,CORTAR,0.148,4950,3900,3400,1500,500.0,0.3333333333333333,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,2.727272727272727,,0.0,,0.0,,0.0,,0.0,,0.0,,P,550,,Perno Cab Cuad 5/8x2.1/2CORTAR,2400,500,,,,,,,,,,,,,
75,PF #5,Perno Cab Cuad 5/8x2.1/2,,ESTAMC,0.148,1485,6400,5345,1485,655.0,0.44107744107744107,1485,0.0,0,480,400.0,0.8333333333333334,,0.0,,,0.0,,,0.0,,1,,,,9.0,,9.0,,2.909090909090909,,0.0,,0.0,,0.0,,P,165,,Perno Cab Cuad 5/8x2.1/2ESTAMC,2950,1055,,,,,,,,,,,,,
76,EX #14,Perno Cab Cuad 5/8x2.1/2,,REBARP,0.148,4005,6400,5347,,0.0,,655,650.0,0.9923664122137404,,0.0,,400,403.0,1.0075,,0.0,,,0.0,,1,,,,0.0,,1.4719101123595506,,0.0,,0.898876404494382,,0.0,,0.0,,P,445,,Perno Cab Cuad 5/8x2.1/2REBARP,5345,1053,,,,,,,,,,,,,
77,PUNT ARC,Perno Cab Cuad 5/8x2.1/2,,PUNTEAR,0.148,2970,5900,5347,,0.0,,655,155.0,0.2366412213740458,,0.0,,400,398.0,0.995,,0.0,,,0.0,,1,,,,0.0,,1.9848484848484849,,0.0,,1.2121212121212122,,0.0,,0.0,,P,330,,Perno Cab Cuad 5/8x2.1/2PUNTEAR,4845,553,,,,,,,,,,,,,
78,TERR #1,Perno Cab Cuad 5/8x2.1/2,,TERRAJAR,0.148,1575,6400,5904,,0.0,,655,0.0,0,650,0.0,0,1050,0.0,0,1050,496.0,0.4723809523809524,,0.0,,1,,,,0.0,,3.742857142857143,,3.7142857142857144,,6.0,,6.0,,0.0,2385,T,175,,Perno Cab Cuad 5/8x2.1/2TERRAJAR,2995,496,,,,,,,,,,,,,
79,TIJERA UNI,Abrazadera 1/2x10.1/2,,CORTAR,0.72,1350,500,500,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,150,,Abrazadera 1/2x10.1/2CORTAR,500,0,,,,,,,,,,,,,
80,PF #6,Abrazadera 1/2x10.1/2,,DOBLAF,0.72,2250,500,500,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,2,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,250,,Abrazadera 1/2x10.1/2DOBLAF,500,0,,,,,,,,,,,,,
81,PUNT ARC,Abrazadera 1/2x10.1/2,,PUPER ,0.72,1350,500,500,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,150,,Abrazadera 1/2x10.1/2PUPER ,500,0,,,,,,,,,,,,,
82,TERR #4,Abrazadera 1/2x10.1/2,,TERRAJAR,0.72,405,500,500,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,T,45,,Abrazadera 1/2x10.1/2TERRAJAR,500,0,,,,,,,,,,,,,
83,MAQ LASER,Espaciador p/Tir. Recto 910x700x600-65 PZ1,,CORT1,4.27,126,34,34,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,14,,Espaciador p/Tir. Recto 910x700x600-65 PZ1CORT1,34,0,,,,,,,,,,,,,
84,MAQ LASER,Espaciador p/Tir. Recto 910x700x600-65 PZ2,,CORT2,4.27,126,34,34,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,14,,Espaciador p/Tir. Recto 910x700x600-65 PZ2CORT2,34,0,,,,,,,,,,,,,
85,MAQ LASER,Espaciador p/Tir. Recto 910x700x600-65 PZ3,,CORT3,4.27,126,34,34,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,14,,Espaciador p/Tir. Recto 910x700x600-65 PZ3CORT3,34,0,,,,,,,,,,,,,
86,MIG #1,Espaciador p/Tir. Recto 910x700x600,,SOLDAR,12.8,27,34,34,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,T,3,,Espaciador p/Tir. Recto 910x700x600SOLDAR,34,0,,,,,,,,,,,,,
87,PUNT BARRA,Barra 3/4 1020,STOCK,PUBARR,13.44,216,75,75,75,0.0,0,75,0.0,0,75,0.0,0,75,0.0,0,75,0.0,0,,0.0,,1,,,,3.125,,3.125,,3.125,,3.125,,3.125,,0.0,,P,24,,Barra 3/4 1020PUBARR,-300,0,,,,,,,,,,,,,
88,BANCO TREF,"Barra 3/4 a 18,8mm",STOCK,TREFILAR,13.44,162,75,75,75,0.0,0,75,0.0,0,75,0.0,0,75,0.0,0,75,0.0,0,,0.0,,1,,,,4.166666666666667,,4.166666666666667,,4.166666666666667,,4.166666666666667,,4.166666666666667,,0.0,,P,18,,"Barra 3/4 a 18,8mmTREFILAR",-300,0,,,,,,,,,,,,,
89,TIJERA #2,Perno Hex Cte 1/2x7x4A,STOCK,CORTAR,0.18,4950,0,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,550,,Perno Hex Cte 1/2x7x4ACORTAR,0,0,,,,,,,,,,,,,
90,PF #6,Perno Hex Cte 1/2x7x4A,STOCK,ESTAMC,0.18,1485,450,-323,450,773.0,1.7177777777777778,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,2.727272727272727,,0.0,,0.0,,0.0,,0.0,,0.0,,P,165,,Perno Hex Cte 1/2x7x4AESTAMC,0,773,,,,,,,,,,,,,
91,REBTOR,Perno Hex Cte 1/2x7x4A,STOCK,REBARP,0.18,1620,700,-320,700,1020.0,1.457142857142857,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,3.888888888888889,,0.0,,0.0,,0.0,,0.0,,0.0,,P,180,,Perno Hex Cte 1/2x7x4AREBARP,0,1020,,,,,,,,,,,,,
92,PUNT ARC,Perno Hex Cte 1/2x7x4A,STOCK,PUNTEAR,0.18,2700,700,700,700,0.0,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,2.3333333333333335,,0.0,,0.0,,0.0,,0.0,,0.0,,P,300,,Perno Hex Cte 1/2x7x4APUNTEAR,0,0,,,,,,,,,,,,,
93,TERR #2,Perno Hex Cte 1/2x7x4A,STOCK,TERRAJAR,0.18,1035,700,700,700,0.0,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,6.086956521739131,,0.0,,0.0,,0.0,,0.0,,0.0,2122,T,115,,Perno Hex Cte 1/2x7x4ATERRAJAR,0,0,,,,,,,,,,,,,
94,PERNSA CH,PEINETA DISUASIVA         10004697 1 X 1    ,,CORT 25X3,2.72,1980,0,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,220,,PEINETA DISUASIVA         10004697 1 X 1    CORT 25X3,0,0,,,,,,,,,,,,,
95,PRENSA CH,PEINETA DISUASIVA         PLET 25X5X240    ,,CORT 25X5,0.285,3519,0,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,391,,PEINETA DISUASIVA         PLET 25X5X240    CORT 25X5,0,0,,,,,,,,,,,,,
96,EX #15,PEINETA DISUASIVA         PLET 25X5X240    ,,PERF 25X5,0.285,2700,0,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,300,,PEINETA DISUASIVA         PLET 25X5X240    PERF 25X5,0,0,,,,,,,,,,,,,
97,EX #17,PEINETA DISUASIVA         PLET 25X5X240    ,,DOBL 25X5,0.285,1350,0,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,150,,PEINETA DISUASIVA         PLET 25X5X240    DOBL 25X5,0,0,,,,,,,,,,,,,
98,MIG #2,PEINETA DISUASIVA         PLET 25X5X240    ,,SOLD M8,0.285,315,400,400,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,35,,PEINETA DISUASIVA         PLET 25X5X240    SOLD M8,400,0,,,,,,,,,,,,,
99,TIJERA #1,PEINETA DISUASIVA         PUA 300    ,,CORT PUA300,0.07,5400,4400,4400,1500,0.0,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,2.5,,0.0,,0.0,,0.0,,0.0,,0.0,,P,600,,PEINETA DISUASIVA         PUA 300    CORT PUA300,2900,0,,,,,,,,,,,,,
100,ESMERIL #1,PEINETA DISUASIVA         PUA 300    ,,ESME PUA300,0.07,1620,4400,3620,990,0.0,0,990,80.0,0.08080808080808081,990,700.0,0.7070707070707071,990,0.0,0,,0.0,,,0.0,,1,,,,5.5,,5.5,,5.5,,5.5,,0.0,,0.0,,P,180,,PEINETA DISUASIVA         PUA 300    ESME PUA300,440,780,,,,,,,,,,,,,
101,TIJERA #1,PEINETA DISUASIVA         PUA 150,,CORT PUA150,0.035,5400,2000,2000,,0.0,,,0.0,,1200,0.0,0,1200,0.0,0,,0.0,,,0.0,,1,,,,0.0,,0.0,,2.0,,2.0,,0.0,,0.0,,P,600,,PEINETA DISUASIVA         PUA 150CORT PUA150,-400,0,,,,,,,,,,,,,
102,ESMERIL #1,PEINETA DISUASIVA         PUA 150,,ESME PUA150,0.035,1620,2000,1080,450,200.0,0.4444444444444444,450,0.0,0,450,0.0,0,450,720.0,1.6,,0.0,,,0.0,,1,,,,2.5,,2.5,,2.5,,2.5,,0.0,,0.0,,P,180,,PEINETA DISUASIVA         PUA 150ESME PUA150,200,920,,,,,,,,,,,,,
103,MIG #1,PEINETA DISUASIVA         10004697 1 X 1    ,,SOLDAR,2.72,45,136,-8,45,40.0,0.8888888888888888,45,40.0,0.8888888888888888,45,23.0,0.5111111111111111,45,41.0,0.9111111111111111,,0.0,,,0.0,,2,,,,18.0,,18.0,,18.0,,18.0,,0.0,,0.0,6461,T,5,,PEINETA DISUASIVA         10004697 1 X 1    SOLDAR,-44,144,,,,,,,,,,,,,
104,TIJERA #2,Perno riel FFCC JDZ 1x130,,CORTAR,0.685,4230,1000,-8,,0.0,,1000,1008.0,1.008,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,2.127659574468085,,0.0,,0.0,,0.0,,0.0,,P,470,,Perno riel FFCC JDZ 1x130CORTAR,0,1008,,,,,,,,,,,,,
105,PF #7,Perno riel FFCC JDZ 1x130,,ESTAMC,0.685,1827,1000,750,,0.0,,,0.0,,,0.0,,,0.0,,480,250.0,0.5208333333333334,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,2.3645320197044337,,0.0,,P,203,,Perno riel FFCC JDZ 1x130ESTAMC,520,250,,,,,,,,,,,,,
106,EX #14,Perno riel FFCC JDZ 1x130,,REBARP,0.685,2547,1000,1000,,0.0,,,0.0,,,0.0,,,0.0,,283,0.0,0,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,P,283,,Perno riel FFCC JDZ 1x130REBARP,717,0,,,,,,,,,,,,,
107,PUNT ARC,Perno riel FFCC JDZ 1x130,,PUNTEAR,0.685,2070,1000,1000,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,230,,Perno riel FFCC JDZ 1x130PUNTEAR,1000,0,,,,,,,,,,,,,
108,TERR #1,Perno riel FFCC JDZ 1x130,,TERRAJAR,0.685,765,1000,1000,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,T,85,,Perno riel FFCC JDZ 1x130TERRAJAR,1000,0,,,,,,,,,,,,,
109,TIJERA #2,Perno riel FFCC KJX 1x140,,CORTAR,0.72,4230,1000,-17,,0.0,,1000,0.0,0,1000,0.0,0,1000,302.0,0.302,698,715.0,1.024355300859599,,0.0,,1,,,,0.0,,2.127659574468085,,2.127659574468085,,2.127659574468085,,1.4851063829787234,,0.0,,P,470,,Perno riel FFCC KJX 1x140CORTAR,-2698,1017,,,,,,,,,,,,,
110,PF #3,Perno riel FFCC KJX 1x140,,ESTAMC,0.72,1791,1000,1000,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,199,,Perno riel FFCC KJX 1x140ESTAMC,1000,0,,,,,,,,,,,,,
111,EX #14,Perno riel FFCC KJX 1x140,,REBARP,0.72,2547,1000,1000,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,P,283,,Perno riel FFCC KJX 1x140REBARP,1000,0,,,,,,,,,,,,,
112,PUNT ARC,Perno riel FFCC KJX 1x140,,PUNTEAR,0.72,2070,1000,-30,,0.0,,,0.0,,,0.0,,,0.0,,1000,1030.0,1.03,,0.0,,1,,,,0.0,,0.0,,0.0,,0.0,,4.3478260869565215,,0.0,,P,230,,Perno riel FFCC KJX 1x140PUNTEAR,0,1030,,,,,,,,,,,,,
